time,agg_demand,agg_supply,agg_actual_demand,historical_prices,cost_transaction,trading_volume,nat_grid_volume,no_total_transactions,no_trades_market,no_market_transactions,no_nat_grid_transactions,no_bids_market,no_asks_market,charge_history_agg,hourly_expenditure,avg_expenditure_hourly,avg_transactions_day,avg_bids_agent,avg_asks_agent,avg_bids_day,avg_asks_day,avg_cost_day_agent,avg_nat_grid_purchases_day,trading_daily_volume,percentage_Market_Trades,black_Out_Instances
128,82.68700000000001,3.0929999999999978,79.59400000000001,0,0.05454545454545454,0,4.81,79,0,44,35,44,0,206879,0.4255679012276232,3749875.332407407,0.9753086419753086,0.5432098765432098,0,,,,,,0,0
129,65.46599999999998,24.41,41.05599999999998,0,0.05458823529411765,0,3.118,69,0,34,35,34,0,205346,0.40109876496717334,3749874.931308642,0.8518518518518519,0.41975308641975306,0,,,,,,0,0
130,67.703,35.37899999999999,32.32400000000001,0,0.0546551724137931,0,2.165,53,0,29,24,29,0,206246,0.3131111105903983,3749874.6181975314,0.654320987654321,0.35802469135802467,0,,,,,,0,0
131,64.00900000000001,37.65300000000001,26.356,0,0.05469565217391304,0,2.364,56,0,23,33,23,0,214520,0.25337037025019526,3749874.364827161,0.691358024691358,0.2839506172839506,0,,,,,,0,0
132,75.60999999999999,30.655000000000005,44.954999999999984,0,0.0546,0,2.873,64,0,35,29,35,0,225347,0.22733333241194487,3749874.137493829,0.7901234567901234,0.43209876543209874,0,,,,,,0,0
133,69.04100000000001,25.707999999999995,43.33300000000001,0,0.0545609756097561,0,3.576,67,0,41,26,41,0,233898,0.30890123546123505,3749873.8285925933,0.8271604938271605,0.5061728395061729,0,,,,,,0,0
134,70.2,22.133999999999997,48.066,0,0.054564102564102566,0,3.189,69,0,39,30,39,0,239417,0.35403703758493066,3749873.4745555557,0.8518518518518519,0.48148148148148145,0,,,,,,0,0
135,76.33000000000001,20.467000000000006,55.86300000000001,0,0.054575,0,4.064,70,0,40,30,40,0,253407,0.3410123470239341,3749873.1335432087,0.8641975308641975,0.49382716049382713,0,,,,,,0,0
136,81.696,9.304000000000002,72.392,0,0.054553191489361705,0,5.14,78,0,47,31,47,0,244834,0.3584691337309778,3749872.775074075,0.9629629629629629,0.5802469135802469,0,,,,,,0,0
137,101.82200000000002,4.045,97.77700000000002,0,0.054575,0,7.276,78,0,40,38,40,0,249815,0.420185184571892,3749872.3548888904,0.9629629629629629,0.49382716049382713,0,,,,,,0,0
138,110.99500000000003,3.483,107.51200000000003,0,0.05455555555555556,0,7.55,79,0,45,34,45,0,258335,0.40855555422604084,3749871.946333336,0.9753086419753086,0.5555555555555556,0,,,,,,0,0
139,110.06499999999997,4.46,105.60499999999998,0,0.054575,0,8.113,79,0,40,39,40,0,267945,0.4404074107296765,3749871.5059259254,0.9753086419753086,0.49382716049382713,0,,,,,,0,0
140,104.49600000000002,4.103,100.39300000000003,0,0.05454347826086956,0,6.823,79,0,46,33,46,0,282685,0.42016049148514867,3749871.085765434,0.9753086419753086,0.5679012345679012,0,,,,,,0,0
141,89.10300000000001,3.684,85.41900000000001,0,0.054575,0,6.706,78,0,40,38,40,0,285212,0.4368271613493562,3749870.6489382726,0.9629629629629629,0.49382716049382713,0,,,,,,0,0
142,75.53200000000001,2.941,72.59100000000001,0,0.054558139534883726,0,5.167,79,0,43,36,43,0,296287,0.4015308655798435,3749870.247407407,0.9753086419753086,0.5308641975308642,0,,,,,,0,0
143,63.858,1.61,62.248,0,0.054575,0,3.63,77,0,40,37,40,0,305305,0.4001111094839871,3749869.8472962976,0.9506172839506173,0.49382716049382713,0,,,,,,0,0
144,57.445000000000014,0.398,57.04700000000001,0,0.05458333333333334,0,5.046,80,0,36,44,36,0,270969,0.36230864515528083,3749869.4849876524,0.9876543209876543,0.4444444444444444,0,12.222222222222221,0,8.728839504066855,9.851851851851851,0,0,0
145,62.183,0.005,62.178,0,0.05454347826086956,0,3.788,79,0,46,33,46,0,282709,0.36187654128298163,3749869.123111111,0.9753086419753086,0.5679012345679012,0,,,,,,0,0
146,57.242999999999995,0.005,57.23799999999999,0,0.05458333333333334,0,3.946,79,0,36,43,36,0,249697,0.3994074082002044,3749868.723703703,0.9753086419753086,0.4444444444444444,0,,,,,,0,0
147,57.39400000000002,0.005,57.38900000000002,0,0.05454545454545454,0,4.241,80,0,44,36,44,0,236847,0.34707407280802727,3749868.37662963,0.9876543209876543,0.5432098765432098,0,,,,,,0,0
148,64.60699999999999,0.004,64.60299999999998,0,0.05459459459459459,0,4.492,79,0,37,42,37,0,230248,0.39535802556201816,3749867.9812716045,0.9753086419753086,0.4567901234567901,0,,,,,,0,0
149,66.058,0.004,66.054,0,0.054575,0,5.019,79,0,40,39,40,0,208331,0.359246913343668,3749867.622024691,0.9753086419753086,0.49382716049382713,0,,,,,,0,0
150,80.94599999999998,0.044,80.90199999999999,0,0.054575,0,5.545,79,0,40,39,40,0,182084,0.3820493845269084,3749867.2399753067,0.9753086419753086,0.49382716049382713,0,,,,,,0,0
151,75.23599999999999,1.3689999999999989,73.86699999999999,0,0.05458974358974359,0,5.133,80,0,39,41,39,0,164698,0.38839506078511477,3749866.851580246,0.9876543209876543,0.48148148148148145,0,,,,,,0,0
152,61.373,25.328999999999986,36.04400000000001,0,0.054567567567567574,0,2.629,71,0,37,34,37,0,158800,0.3793703676201403,3749866.4722098783,0.8765432098765432,0.4567901234567901,0,,,,,,0,0
153,62.874,51.803000000000026,11.070999999999977,0,0.05469565217391304,0,1.323,38,0,23,15,23,0,140603,0.3258148175664246,3749866.1463950607,0.4691358024691358,0.2839506172839506,0,,,,,,0,0
154,59.818000000000005,134.98299999999998,-75.16499999999996,0,0.05625,0,0.536,7,0,4,3,4,0,124249,0.19111111061647534,3749865.95528395,0.08641975308641975,0.04938271604938271,0,,,,,,0,0
155,66.498,237.062,-170.56400000000002,0,0.05566666666666667,0,0.094,7,0,6,1,6,0,96665,0.03828394925221801,3749865.917000001,0.08641975308641975,0.07407407407407407,0,,,,,,0,0
156,59.88699999999998,270.771,-210.88400000000004,0,0.05825,0,0,4,0,4,0,3,1,81244,0.043666666839271784,3749865.873333334,0.04938271604938271,0.037037037037037035,0.012345679012345678,,,,,,0,0
157,54.324999999999996,274.6139999999999,-220.28899999999993,0,0.062,0,0.062,2,0,1,1,0,1,65938,0.028728395234793425,3749865.8446049388,0.024691358024691357,0,0.012345679012345678,,,,,,0,0
158,54.19199999999999,254.06800000000007,-199.8760000000001,0,0.062,0,0.356,2,0,1,1,0,1,53209,0.009691357612609863,3749865.834913581,0.024691358024691357,0,0.012345679012345678,,,,,,0,0
159,57.278999999999996,200.231,-142.952,0,0.062,0,0,2,0,2,0,1,1,47754,0.013345679268240929,3749865.821567902,0.024691358024691357,0.012345679012345678,0.012345679012345678,,,,,,0,0
160,63.332000000000015,106.48499999999999,-43.15299999999997,0,0.062,0,0.007,2,0,1,1,0,1,36809,0.015271605458110571,3749865.8062962964,0.024691358024691357,0,0.012345679012345678,,,,,,0,0
161,71.78800000000003,18.300999999999995,53.48700000000003,0,0.05566666666666667,0,0.356,7,0,6,1,6,0,26622,0.009024690836668015,3749865.7972716056,0.08641975308641975,0.07407407407407407,0,,,,,,0,0
162,105.63799999999999,4.342,101.29599999999999,0,0.05469565217391304,0,0.837,25,0,23,2,23,0,19348,0.046913580503314734,3749865.750358025,0.30864197530864196,0.2839506172839506,0,,,,,,0,0
163,119.72499999999998,3.944,115.78099999999998,0,0.05458974358974359,0,3.827,48,0,39,9,39,0,13081,0.16829629568383098,3749865.5820617294,0.5925925925925926,0.48148148148148145,0,,,,,,0,0
164,102.20599999999995,3.8930000000000002,98.31299999999995,0,0.054518518518518515,0,3.49,66,0,54,12,54,0,4650.999999999999,0.3216913598589599,3749865.2603703695,0.8148148148148148,0.6666666666666666,0,,,,,,0,0
165,85.20700000000001,2.933,82.274,0,0.054518518518518515,0,3.54,71,0,54,17,54,0,2414,0.4221728378906846,3749864.8381975316,0.8765432098765432,0.6666666666666666,0,,,,,,0,0
166,72.259,2.628,69.631,0,0.05452941176470588,0,4.232,76,0,51,25,51,0,0,0.42930864403024316,3749864.4088888876,0.9382716049382716,0.6296296296296297,0,,,,,,0,0
167,64.257,1.546,62.711000000000006,0,0.05450793650793651,0,2.774,78,0,63,15,63,0,0,0.42797530721873045,3749863.9809135804,0.9629629629629629,0.7777777777777778,0,,,,,,0,0
168,55.897,0.297,55.6,0,0.05454545454545454,0,3.446,78,0,44,34,44,0,0,0.4776049377396703,3749863.5033086427,0.9629629629629629,0.5432098765432098,0,8.419753086419753,0.06172839506172839,5.504074071999639,5.604938271604937,0,0,0
169,54.33200000000001,0.004,54.32800000000001,0,0.0545,0,2.045,79,0,60,19,60,0,0,0.38290123641490936,3749863.1204074062,0.9753086419753086,0.7407407407407407,0,,,,,,0,0
